> -L"001a"
-44.9932903852	29.2725871664
> -L"Untitled Path"
-30.7323979532	1.67933678738
-30.8608220471	1.60772766991
-31.007875517	1.58690483846
-31.189470211	1.5781631797
-31.2980143127	1.5486568494
-31.4652762802	1.4730703578
> -L"Untitled Path"
-30.5421303268	1.74572182717
-30.4033214567	1.69629837576
-30.2948837582	1.68626864114
-30.1436182601	1.67132533603
-30.0118874418	1.61376333649
> -L"Untitled Path"
-14.3645913242	-13.4836785623
-14.2377661405	-13.4629496989
-14.1320764161	-13.4629459489
-14.0351148518	-13.3512278217
-13.9083639514	-13.3471027091
-13.8244999377	-13.1860032224
-13.6730283481	-13.0704887231
> -L"Untitled Path"
-14.6439388372	-13.5625576661
-14.7752316678	-13.5668060182
-14.9023784182	-13.5710773961
-15.0893529669	-13.6169906842
-15.2381157888	-13.6213813032
-15.3567180585	-13.5675531621
> -L"Untitled Path"
-12.5395331618	-18.6039690831
-12.3567273718	-18.6625632344
-12.1999158821	-18.6901816985
-12.0394446378	-18.748784661
-11.889045581	-18.7298266978
-11.6698300891	-18.6659327196
-11.5491339785	-18.6624719585
-11.4079086349	-18.6199595503
-11.2461097282	-18.535030377
-11.1491125135	-18.5119141799
-11.0200112465	-18.5211248119
-10.8675964864	-18.4292294064
> -L"Untitled Path"
-12.8085474546	-18.653383763
-12.8799478699	-18.7372836512
-13.0059110845	-18.7985179004
-13.0571055983	-18.9084294328
-13.2276501841	-18.9566997202
-13.429228313	-19.0276071788
-13.644579598	-19.0498607248
-13.7957784756	-19.1274788636
-13.874445813	-19.1143101989
-14.0267031659	-19.2278895149
-14.2638936156	-19.2111446568
> -L"Untitled Path"
-14.9363927754	-34.6705079219
-14.8036137912	-34.6589771408
-14.6339349795	-34.696153205
-14.5473700973	-34.616695807
-14.4191975405	-34.6047706201
-14.2810035838	-34.675562394
-14.083682716	-34.6666143764
> -L"Untitled Path"
-15.3078122589	-34.8098230703
-15.4271395474	-34.8020428021
-15.5604646906	-34.8242616665
-15.6711044823	-34.8653111617
-15.7775484176	-34.9289494199
-15.912039831	-34.9999469919
-16.0459664154	-34.9991289889
-16.1614826121	-34.9945449731
> -L"Untitled Path"
-15.0475881191	-45.3692914754
-15.0946313591	-45.4548240393
-15.2256568937	-45.4612742858
-15.3611592574	-45.4379643857
-15.4976812215	-45.4968785453
-15.6951647035	-45.5225022473
> -L"Untitled Path"
-14.7816920311	-45.3231165353
-14.6556569476	-45.3557535923
-14.4924600826	-45.345420484
-14.3570181221	-45.3580461736
-14.2360711631	-45.3278728209
> -L"Untitled Path"
-6.60588181455	-50.3058402193
-6.41504365138	-50.3158246334
-6.20332565952	-50.3454903017
-6.08533910935	-50.4044212606
-5.91302740958	-50.4242026888
-5.74407886281	-50.375240529
-5.58892645816	-50.3669890544
-5.41969112796	-50.3251863755
-5.22906216733	-50.3055098892
> -L"Untitled Path"
-7.00379829111	-50.4221710819
-7.10184054992	-50.4891556506
-7.18402078441	-50.5686821418
-7.40387264379	-50.5654421889
-7.60328703669	-50.6329555844
-7.73116065474	-50.7253929277
-7.83156354855	-50.8202965853
-7.94061246397	-50.8616852587
-8.1024666744	-50.8649006421
> -L"Untitled Path"
-29.8111869672	51.6335522735
-29.6280097876	51.5974235421
-29.4600923958	51.5836325744
-29.272184993	51.5031399005
-29.1911019235	51.3943685448
-29.0582637695	51.3428443806
-28.8796674643	51.3457740793
-28.6943124023	51.2851870785
-28.4446593777	51.193238104
-28.2036527863	51.1086861951
-27.9746536771	51.1016186705
-27.7198761699	51.1365255804
-27.6158565209	51.1771111727
> -L"Untitled Path"
-30.1250673745	51.6749738504
-30.2867594172	51.6727454222
-30.4740757565	51.6823356595
-30.6460176639	51.7110546992
-30.7952463285	51.6342094808
-30.9448491647	51.5542596015
-31.1195186189	51.5554298604
-31.25800763	51.4950498289
-31.426941303	51.4287199131
-31.5789399249	51.3875198983
-31.7882286328	51.3671528905
-31.9498769419	51.4351106587
-32.0876196994	51.4853266818
-32.3985886815	51.5102228245
> -L"Untitled Path"
-27.436524447	48.0215122872
-27.2615097953	48.0310355742
-27.0949161356	48.0575538336
-26.9495296497	48.0199216421
-26.8377516835	47.9679531184
-26.7298396911	47.9612269076
-26.5771062315	47.8610646656
-26.3994889923	47.8336359697
-26.2871605483	47.8803112025
-26.1779884245	47.9306639776
-25.9836099225	47.9611609421
-25.8370304169	48.0183935815
-25.5993055522	47.9901131266
> -L"Untitled Path"
-27.9677636203	48.1357055018
-28.1608015282	48.1594676415
-28.350812633	48.17258281
-28.514241101	48.2374323675
-28.6075853266	48.3096594366
-28.7053638617	48.3540088957
-28.8510386167	48.3677099884
-28.9905920673	48.4173397536
-29.0850805462	48.4609412137
-29.2436626396	48.4474227764
-29.3897619006	48.5230032587
-29.5593818107	48.5331903937
-29.8126720284	48.6018948848
> -L"001a"
59.505865	7.066839
59.36295	7.050562
59.277138	6.92062
59.104015	6.858396
58.915436	6.522192
58.7114	6.512786
58.513945	6.346171
58.400966	6.157476
> -L"001b"
59.87976	7.698075
60.019666	7.825711
60.000592	8.013187
60.032471	8.244087
60.102416	8.548761
60.266239	8.595355
60.2701	8.833736
60.276959	8.993541
60.399755	9.077907
60.432507	9.209968
> -L"002a"
59.30289	6.835468
59.258365	6.569323
59.114448	6.32451
58.940341	6.073335
58.949673	5.928408
59.003182	5.824129
59.005154	5.588481
> -L"002b"
60.225203	7.963246
60.347914	8.213639
60.462847	8.42571
60.510375	8.707926
60.633696	8.932126
> -L"003a"
66.438801	-2.968338
66.564244	-3.006177
66.662176	-2.90956
66.881161	-2.993628
67.039758	-2.828555
67.246255	-2.70598
67.402036	-2.709578
67.594791	-2.574872
67.700826	-2.400036
67.800782	-2.232061
67.97663	-2.033627
> -L"003b"
68.144828	-1.81624
68.236906	-1.519264
68.467512	-1.369395
68.505823	-1.146926
68.544937	-0.937373
68.555132	-0.677774
68.623402	-0.628344
68.607042	-0.357406
68.653234	-0.263986
68.623247	0.019075
68.699796	0.146695
> -L"004a"
67.925718	-2.764096
67.666782	-2.91305
67.451257	-3.10055
67.320213	-3.236792
67.091334	-3.286168
> -L"004b"
68.310515	-2.134537
68.484202	-1.939096
68.614416	-1.705074
68.69335	-1.474084
68.82175	-1.209263
68.812033	-0.957801
> -L"005a"
65.72327	-6.105276
65.881426	-5.931707
66.058541	-5.748638
66.187517	-5.71097
66.32072	-5.537916
66.534167	-5.487212
66.729712	-5.320476
66.826012	-5.257583
> -L"005b"
70.606968	-0.507941
70.578149	-0.635992
70.426108	-0.825806
70.288899	-0.868855
70.173258	-1.011294
70.129144	-1.156381
70.068404	-1.354262
69.853671	-1.524719
69.850819	-1.713019
> -L"006a"
67.210495	-7.661601
66.98305	-7.775913
66.806962	-7.87049
66.630782	-7.965015
66.482418	-8.162081
66.391032	-8.3335
> -L"006b"
69.476509	-5.337181
69.513987	-5.162253
69.662689	-5.010494
69.665477	-4.837306
69.83626	-4.551668
70.034167	-4.34531
70.19465	-4.313906
> -L"007a"
66.352699	-8.519864
66.174544	-8.579727
66.060118	-8.630953
65.989677	-8.755252
65.844784	-8.778917
65.714955	-8.882693
65.560255	-8.952884
65.427359	-8.987463
65.234301	-9.122707
65.23723	-9.336198
> -L"007b"
70.272362	-4.361786
70.349831	-4.178871
70.540975	-3.955323
70.610838	-3.96318
70.706475	-3.796524
70.705465	-3.663823
70.772543	-3.504405
70.819299	-3.513465
70.909458	-3.352783
71.059503	-3.344751
71.208237	-3.423353
> -L"008a"
66.175144	-13.26701
65.903271	-13.350405
65.706783	-13.471153
65.469867	-13.541813
65.22098	-13.672475
65.014889	-13.697132
64.823915	-13.834411
64.753626	-13.953319
64.411689	-13.977528
64.268403	-13.939428
64.119233	-13.97863
63.839455	-14.203031
63.628389	-14.353564
63.527843	-14.596004
63.388943	-14.648506
63.342996	-14.799069
63.012842	-14.971313
62.687939	-15.131561
62.448914	-15.162581
62.287124	-15.310504
> -L"008b"
66.876747	-12.881533
66.976449	-12.746036
67.141871	-12.647245
67.268005	-12.426617
67.31048	-12.206412
67.464424	-12.115994
67.574567	-11.94242
67.743747	-11.775342
67.891105	-11.664465
67.895295	-11.447791
67.997015	-11.21978
68.158971	-11.051722
68.348432	-10.873535
68.477958	-10.665942
68.637292	-10.575581
68.931967	-10.519154
69.100038	-10.497915
69.307735	-10.356919
69.499039	-10.152142
69.656321	-10.043737
69.804911	-10.02197
69.998555	-9.848784
70.033699	-9.614469
> -L"009a"
65.914476	-14.172835
65.751436	-14.289021
65.650382	-14.416646
65.625029	-14.58207
65.497074	-14.685899
65.379998	-14.86907
65.226647	-14.90398
65.070963	-15.086492
64.929433	-15.126791
64.822117	-15.294553
64.749709	-15.487148
64.572234	-15.633916
> -L"009b"
66.368552	-13.893572
66.530326	-13.748145
66.69895	-13.648594
66.861794	-13.560594
67.118909	-13.63516
67.235285	-13.545737
67.366499	-13.437414
67.481738	-13.35597
67.650247	-13.358429
67.708179	-13.225326
67.82297	-13.217573
68.067498	-13.146087
> -L"010a"
67.112751	-15.627516
67.057321	-15.692979
66.941922	-15.722243
66.829911	-15.970407
66.686213	-15.980013
66.55718	-16.089113
> -L"010b"
67.328506	-15.439909
67.441522	-15.400426
67.579519	-15.406065
67.68515	-15.342823
67.717442	-15.242076
67.823155	-15.120112
67.968336	-15.149147
68.065693	-15.039211
> -L"011a"
63.99003	-17.432056
64.005528	-17.265537
64.142795	-17.048385
64.233851	-16.942605
64.306548	-16.746699
64.405176	-16.58331
64.422774	-16.453781
> -L"011b"
68.473061	-13.578883
68.712192	-13.590051
68.908427	-13.516158
69.134375	-13.510903
69.330491	-13.436658
69.483797	-13.408872
69.660416	-13.441746
> -L"012a"
65.598739	-20.613437
65.405867	-20.653887
65.151557	-20.524479
65.091191	-20.511377
64.943541	-20.561174
64.628896	-20.514654
> -L"012b"
67.551779	-19.484491
67.634716	-19.397579
67.594166	-19.300251
67.614958	-19.141277
67.732961	-19.106054
67.900846	-18.954823
67.908989	-18.815556
67.998387	-18.663151
68.001117	-18.478291
> -L"013a"
65.424232	-22.090403
65.53247	-22.079351
65.618876	-22.056333
65.764071	-22.048881
65.940948	-22.026884
66.156371	-21.962358
66.228616	-21.877266
66.308977	-21.749382
66.295222	-21.583693
66.38355	-21.469097
66.512713	-21.368966
> -L"013b"
70.631598	-18.705153
70.58594	-18.869736
70.495368	-19.04948
70.375759	-19.155505
70.275298	-19.243198
70.186509	-19.264859
70.085477	-19.268815
70.023998	-19.267231
69.928876	-19.25694
69.801396	-19.332283
69.660125	-19.355005
> -L"014a"
68.296228	-20.878089
68.106178	-20.949475
67.998427	-20.878195
67.768225	-20.739029
67.670229	-20.749002
> -L"014b"
68.559822	-20.778032
68.586445	-20.707151
68.724969	-20.578882
68.670801	-20.442436
68.645011	-20.321493
68.715775	-20.163343
> -L"015a"
67.508411	-21.432101
67.314888	-21.568034
67.183649	-21.591307
67.157828	-21.83243
67.038698	-21.841421
66.858956	-21.933941
66.689107	-21.965682
66.609551	-22.108028
66.427204	-22.208075
> -L"015b"
69.525355	-20.226457
69.685908	-20.161564
69.739169	-20.059393
69.872441	-19.935048
70.117423	-19.989923
70.263958	-19.884486
70.432425	-19.799705
70.547987	-19.650845
70.648039	-19.469935
> -L"016a"
68.057651	-22.247007
67.984754	-22.421327
67.880826	-22.390598
67.754002	-22.487778
67.629216	-22.469269
67.452521	-22.503136
67.327508	-22.560634
67.282829	-22.717384
67.128183	-22.672529
66.97482	-22.577993
66.886752	-22.68928
66.796727	-22.926297
> -L"016b"
70.239387	-20.982751
70.379398	-20.809934
70.405293	-20.641737
70.518725	-20.660539
70.705872	-20.543316
70.780343	-20.391144
70.799851	-20.179735
70.954648	-20.070422
71.105901	-20.060821
71.241239	-20.115931
> -L"017a"
68.252271	-22.987519
68.426669	-22.900798
68.530015	-22.786899
68.520273	-22.692938
68.57713	-22.606757
68.654872	-22.503611
68.791415	-22.503919
68.874384	-22.401727
68.967369	-22.380309
69.056713	-22.274039
> -L"017b"
69.280131	-22.06961
69.432534	-21.988836
69.62196	-21.977612
69.671247	-21.90817
69.767264	-21.831804
69.860976	-21.765465
69.964099	-21.811116
70.110892	-21.786106
70.216347	-21.755904
70.380416	-21.676152
> -L"018a"
69.058048	-23.361548
68.909151	-23.426488
68.760878	-23.604706
68.521116	-23.641939
68.440999	-23.616464
68.247382	-23.731317
> -L"018b"
69.537598	-23.014869
69.776417	-22.853279
69.921999	-22.87069
70.010392	-22.783932
70.125376	-22.648016
70.305621	-22.578172
> -L"019a"
71.588725	-26.397164
71.472204	-26.519829
71.386267	-26.589908
71.335402	-26.675768
71.210338	-26.696673
71.026986	-26.776083
70.894272	-26.90744
70.72535	-26.904419
70.590326	-27.058007
70.365495	-27.062299
70.158856	-27.10141
69.898095	-27.194589
69.703136	-27.311705
69.527927	-27.28926
69.408444	-27.317544
69.340268	-27.443305
69.310103	-27.565114
69.167089	-27.678658
68.937959	-27.738704
> -L"019b"
71.878076	-26.2827
71.998082	-26.219019
72.065152	-26.108895
72.152145	-26.033276
72.278749	-26.033308
72.293077	-25.81325
72.399718	-25.715118
72.48611	-25.582423
72.595625	-25.551217
72.61017	-25.317784
72.569094	-25.205296
72.584232	-25.022064
72.704878	-24.981331
72.734494	-24.79881
72.861295	-24.651207
72.884366	-24.511822
72.944707	-24.424438
72.938381	-24.283599
> -L"020a"
68.334552	-29.210103
68.39548	-29.082419
68.382114	-28.876959
68.464571	-28.747198
68.503286	-28.621559
68.578874	-28.496273
68.721939	-28.460681
68.777298	-28.336286
68.834681	-28.19296
69.027016	-28.109307
> -L"020b"
73.498464	-24.221713
73.503053	-24.139366
73.574609	-23.977552
73.693776	-23.830573
73.812518	-23.740251
74.004978	-23.63676
74.198385	-23.567915
74.344907	-23.506253
74.496989	-23.439407
74.519889	-23.249843
> -L"021a"
69.666754	-28.785186
69.923596	-28.708079
70.139347	-28.722933
70.389784	-28.587463
70.4176	-28.389437
70.576503	-28.213714
70.739063	-27.967908
> -L"021b"
73.627766	-25.479226
73.884374	-25.289483
73.962416	-25.163605
74.174355	-25.050482
74.381784	-24.94049
74.419635	-24.812793
74.383721	-24.657022
74.334161	-24.540168
74.410994	-24.338681
74.573625	-24.147716
74.616495	-23.987876
74.774053	-23.774404
74.896417	-23.753343
75.045911	-23.536571
> -L"022a"
66.10759	-32.268602
65.927136	-32.380552
65.940915	-32.52618
65.720587	-32.552205
65.536602	-32.562363
65.295015	-32.652912
65.104962	-32.777411
64.920439	-32.97454
64.718823	-33.164877
64.452803	-33.319073
> -L"022b"
76.474027	-22.655112
76.488001	-22.441317
76.640065	-22.296163
76.681788	-22.083086
76.730999	-21.850716
76.770915	-21.689481
76.865381	-21.568572
77.121329	-21.40609
77.252145	-21.2144
> -L"023a"
69.644627	-30.757051
69.597637	-30.518243
69.651949	-30.397852
69.80603	-30.253366
69.998895	-30.103987
70.183393	-29.899291
70.268915	-29.710577
70.232814	-29.531724
70.299212	-29.378925
70.52786	-29.269944
70.685782	-29.104497
70.642588	-28.900081
70.733975	-28.728401
70.905322	-28.772543
71.096742	-28.680314
71.293091	-28.713576
71.428288	-28.590329
71.465893	-28.435593
71.635585	-28.357649
71.758238	-28.258428
71.891926	-28.209865
72.086547	-28.100367
72.163162	-27.969773
72.374227	-27.901729
72.577793	-27.873184
72.717447	-27.843535
72.806858	-27.668494
72.841217	-27.527086
> -L"023b"
73.210507	-27.28835
73.525789	-27.196389
73.694322	-27.07271
73.72649	-26.939709
73.756196	-26.72968
73.96931	-26.664406
74.053352	-26.471189
74.162249	-26.316136
74.142283	-26.214847
74.197857	-26.15243
74.289186	-26.154356
74.398361	-26.205644
74.522197	-26.192923
74.580025	-26.095117
74.61518	-25.940002
74.601145	-25.777524
74.741481	-25.672254
74.773152	-25.528667
74.869043	-25.331769
75.042508	-25.242948
75.22323	-25.115532
75.446869	-24.9127
75.576725	-24.753405
75.795384	-24.658275
75.889554	-24.481201
76.079982	-24.448421
> -L"024a"
70.543876	-29.953444
70.637595	-29.746325
70.951866	-29.664249
70.988323	-29.52267
71.06826	-29.317773
71.147267	-29.190419
71.159762	-29.078577
71.320188	-29.014504
71.405095	-28.90167
71.412715	-28.683626
71.572979	-28.651059
71.869306	-28.583461
72.063281	-28.574754
72.254219	-28.515814
72.428984	-28.414045
72.614684	-28.393512
72.618995	-28.295072
72.622827	-28.173004
72.730193	-28.108896
72.934937	-28.103288
72.978251	-27.961761
73.076099	-27.915687
73.120416	-27.724016
73.28263	-27.552529
> -L"024b"
73.532018	-27.396319
73.67157	-27.344704
73.810364	-27.24607
74.020209	-27.146114
74.255844	-27.112299
74.19193	-26.93969
74.316858	-26.893827
74.479958	-26.858884
74.511524	-26.692382
74.60093	-26.49313
74.834689	-26.428134
74.90966	-26.264185
74.898013	-26.075215
74.863457	-25.947614
74.943953	-25.803801
75.109928	-25.691416
75.246066	-25.633279
75.348556	-25.58301
75.359889	-25.474656
75.49614	-25.409692
75.539427	-25.207321
> -L"025a"
72.675687	-29.546043
72.67492	-29.311693
72.755776	-29.126915
72.87667	-29.028886
73.080169	-28.996894
73.333931	-28.997219
73.529418	-28.955702
73.683611	-28.901953
73.766064	-28.78885
73.828513	-28.729441
73.952884	-28.659081
74.121876	-28.546837
> -L"025b"
74.498653	-28.187694
74.596585	-28.068134
74.810029	-27.941876
74.909953	-27.885996
75.00256	-27.808247
75.034094	-27.681602
75.043423	-27.487423
75.097648	-27.311308
75.173859	-27.060753
75.357731	-26.884637
75.649236	-26.794789
75.968758	-26.720535
76.234684	-26.777842
> -L"026a"
73.616021	-29.343434
73.617665	-29.452834
73.466026	-29.562072
73.307835	-29.554054
73.070624	-29.686342
72.915582	-29.830889
72.851882	-29.975371
72.848483	-30.167341
72.729583	-30.284573
72.604632	-30.497421
72.412428	-30.496235
72.386441	-30.636849
72.296027	-30.743098
72.130033	-30.831253
72.035028	-30.98657
71.933751	-31.166617
71.82801	-31.323818
71.564391	-31.417055
71.470445	-31.595627
71.373933	-31.813192
71.230538	-31.789358
71.081932	-32.052891
70.883387	-32.171783
70.69656	-32.432504
70.54039	-32.511895
70.399771	-32.607647
70.113956	-32.528677
69.837874	-32.606916
69.510032	-32.678623
69.379702	-32.876207
69.216204	-32.851905
69.136043	-33.055248
> -L"026b"
78.137332	-24.601738
78.080557	-24.739347
78.10456	-24.944585
78.021559	-25.180558
77.937856	-25.425137
77.758597	-25.448569
77.592354	-25.750726
77.392669	-25.795686
77.203632	-25.902793
77.167607	-26.05689
77.116628	-26.229003
77.001524	-26.364008
76.884942	-26.41192
76.744479	-26.542238
76.545582	-26.694956
76.405541	-26.790645
76.392852	-26.957437
76.193009	-27.038424
76.062914	-27.150765
75.967418	-27.136996
75.885109	-27.317745
75.786125	-27.442664
75.577226	-27.494941
75.574308	-27.701177
75.442857	-27.932113
> -L"027a"
73.039379	-30.353995
73.137988	-30.209732
73.291579	-30.118496
73.443359	-30.149386
73.602611	-30.03391
73.818175	-30.05186
73.905439	-29.923807
73.988961	-29.88149
74.116988	-29.923951
74.229946	-29.794327
74.356638	-29.72767
74.548991	-29.716811
74.771331	-29.64721
> -L"027b"
75.40187	-29.140034
75.480919	-29.050429
75.470644	-28.915887
75.530493	-28.749806
75.665559	-28.612651
75.705991	-28.442616
75.857556	-28.362785
75.880273	-28.141904
75.986352	-28.040611
75.995566	-27.758959
76.177523	-27.639294
> -L"028a"
75.8828606224	-30.9880438771
75.780824	-31.04439
75.557032	-31.123966
75.4256	-31.065331
75.316989	-31.114435
75.287701	-31.281582
75.143125	-31.484886
75.016172	-31.421263
74.898626	-31.422464
74.790243	-31.488543
74.740897	-31.682702
74.688552	-31.833433
74.597938	-32.024771
74.570181	-32.194273
74.539198	-32.385305
74.439241	-32.440366
74.265594	-32.484816
74.049296	-32.374952
73.969332	-32.530704
73.829775	-32.651812
73.61026	-32.769454
73.331496	-32.831973
> -L"028b"
76.146128	-30.680925
76.294545	-30.667122
76.408117	-30.601664
76.405448	-30.428743
76.520145	-30.321087
76.756799	-30.260423
76.817591	-30.082029
76.983275	-29.953729
77.179938	-29.897405
77.296844	-29.939367
77.35803	-29.854281
77.364577	-29.720239
77.549077	-29.665006
77.821427	-29.61373
78.056185	-29.550874
78.212066	-29.417931
78.268164	-29.217818
78.245106	-29.040208
78.208066	-28.850018
> -L"029a"
72.107745	-33.257975
72.143595	-33.497662
72.021311	-33.738874
72.002813	-34.046465
72.114182	-34.259946
72.068019	-34.45478
71.946548	-34.589847
71.850708	-34.781929
71.858641	-34.908907
71.802525	-35.062709
71.690262	-35.218414
> -L"029b"
79.69745	-27.639256
79.48292	-27.751817
79.286972	-27.824867
79.046271	-28.003811
78.742152	-28.025615
78.43805	-28.035537
77.950895	-27.992927
> -L"030a"
74.187175	-33.292271
73.996432	-33.395698
73.884082	-33.574364
73.673367	-33.733323
73.487005	-33.91509
73.233695	-33.876973
73.121041	-33.85544
72.921879	-33.987963
> -L"030b"
78.407424	-29.696391
78.387936	-29.540402
78.506569	-29.287436
78.656711	-29.2085
78.717091	-29.000117
78.742973	-28.897931
78.746758	-28.782595
78.704785	-28.683822
78.809326	-28.592964
78.834816	-28.448063
> -L"031a"
73.672067	-35.735098
73.762176	-35.612359
73.995143	-35.555402
74.179589	-35.482823
